-6.0249,250.5
-5.5249,251
-4.5249,251
-3.5249,251
-2.5249,251
-1.5249,251
-0.52485,251
0.47515,251
1.4751,251
2.4751,251
3.4751,251
4.4751,251
5.4751,251
6.4751,251
7.4751,251
8.4751,251
9.4751,251
10.475,251
11.475,251
12.475,251
12.975,250.5
13.475,250
14.475,250
15.475,250
16.475,250
16.975,249.5
17.475,249
18.475,249
19.475,249
19.975,248.5
20.475,248
21.475,248
21.975,247.5
22.475,247
23.475,247
24.475,247
24.975,246.5
25.475,246
26.475,246
26.975,245.5
27.475,245
28.475,245
28.975,244.5
29.475,244
29.975,243.5
30.475,243
31.475,243
31.975,242.5
32.475,242
33.475,242
33.975,241.5
34.475,241
34.975,240.5
35.475,240
35.975,239.5
36.475,239
37.475,239
37.975,238.5
38.475,238
38.975,237.5
39.475,237
39.975,236.5
40.475,236
40.975,235.5
41.475,235
41.975,234.5
42.475,234
42.975,233.5
43.475,233
43.975,232.5
44.475,232
44.975,231.5
45.475,231
45.975,230.5
46.475,230
46.975,229.5
47.475,229
47.975,228.5
48.475,228
48.975,227.5
49.475,227
49.975,226.5
50.475,226
50.975,225.5
51.475,225
51.975,224.5
52.475,224
52.975,223.5
52.975,222.5
53.475,222
53.975,221.5
54.475,221
54.975,220.5
55.475,220
55.975,219.5
55.975,218.5
56.475,218
56.975,217.5
57.475,217
57.975,216.5
57.975,215.5
58.475,215
58.975,214.5
59.475,214
59.975,213.5
59.975,212.5
60.475,212
60.975,211.5
60.975,210.5
61.475,210
61.975,209.5
61.975,208.5
62.475,208
62.975,207.5
62.975,206.5
63.475,206
63.975,205.5
63.975,204.5
64.475,204
64.975,203.5
64.975,202.5
65.475,202
65.975,201.5
65.975,200.5
66.475,200
66.975,199.5
66.975,198.5
67.475,198
67.975,197.5
67.975,196.5
67.975,195.5
68.475,195
68.975,194.5
68.975,193.5
69.475,193
69.975,192.5
69.975,191.5
69.975,190.5
70.475,190
70.975,189.5
70.975,188.5
70.975,187.5
71.475,187
71.975,186.5
71.975,185.5
71.975,184.5
72.475,184
72.975,183.5
72.975,182.5
72.975,181.5
73.475,181
73.975,180.5
73.975,179.5
73.975,178.5
73.975,177.5
74.475,177
74.975,176.5
74.975,175.5
74.975,174.5
74.975,173.5
75.475,173
75.975,172.5
75.975,171.5
75.975,170.5
75.975,169.5
75.975,168.5
76.475,168
76.975,167.5
76.975,166.5
76.975,165.5
76.975,164.5
76.975,163.5
76.975,162.5
77.475,162
77.975,161.5
77.975,160.5
77.975,159.5
77.975,158.5
77.975,157.5
77.975,156.5
77.975,155.5
77.975,154.5
77.975,153.5
78.475,153
78.975,152.5
78.975,151.5
78.975,150.5
78.975,149.5
78.975,148.5
78.975,147.5
78.975,146.5
78.975,145.5
78.975,144.5
78.975,143.5
78.975,142.5
78.975,141.5
78.975,140.5
78.975,139.5
78.975,138.5
78.975,137.5
78.975,136.5
78.975,135.5
78.975,134.5
78.975,133.5
78.975,132.5
78.975,131.5
78.975,130.5
78.975,129.5
78.975,128.5
78.975,127.5
78.975,126.5
78.975,125.5
78.975,124.5
78.975,123.5
78.975,122.5
78.975,121.5
78.975,120.5
78.975,119.5
78.975,118.5
78.975,117.5
78.975,116.5
78.975,115.5
78.975,114.5
78.975,113.5
78.975,112.5
78.975,111.5
78.975,110.5
78.475,110
77.975,109.5
77.975,108.5
77.975,107.5
77.975,106.5
77.975,105.5
77.975,104.5
77.975,103.5
77.975,102.5
77.975,101.5
77.975,100.5
77.475,99.999
76.975,99.499
76.975,98.499
76.975,97.499
76.975,96.499
76.975,95.499
76.975,94.499
76.975,93.499
76.475,92.999
75.975,92.499
75.975,91.499
75.975,90.499
75.975,89.499
75.975,88.499
75.475,87.999
74.975,87.499
74.975,86.499
74.975,85.499
74.975,84.499
74.975,83.499
74.475,82.999
73.975,82.499
73.975,81.499
73.975,80.499
73.975,79.499
73.975,78.499
73.475,77.999
72.975,77.499
72.975,76.499
72.975,75.499
72.975,74.499
72.475,73.999
71.975,73.499
71.975,72.499
71.975,71.499
71.475,70.999
70.975,70.499
70.975,69.499
70.975,68.499
70.975,67.499
70.475,66.999
69.975,66.499
69.975,65.499
69.975,64.499
69.975,63.499
69.475,62.999
68.975,62.499
68.975,61.499
68.975,60.499
68.475,59.999
67.975,59.499
67.975,58.499
67.975,57.499
67.975,56.499
68.475,55.999
68.975,55.499
69.475,54.999
70.475,54.999
71.475,54.999
71.975,54.499
72.475,53.999
73.475,53.999
74.475,53.999
74.975,53.499
75.475,52.999
76.475,52.999
77.475,52.999
77.975,52.499
78.475,51.999
79.475,51.999
80.475,51.999
81.475,51.999
81.975,52.499
82.475,52.999
83.475,52.999
83.975,53.499
84.475,53.999
85.475,53.999
85.975,54.499
86.475,54.999
87.475,54.999
87.975,55.499
88.475,55.999
89.475,55.999
89.975,56.499
90.475,56.999
91.475,56.999
92.475,56.999
92.975,57.499
93.475,57.999
94.475,57.999
95.475,57.999
95.975,58.499
96.475,58.999
97.475,58.999
98.475,58.999
98.975,59.499
99.475,59.999
100.48,59.999
100.98,60.499
101.48,60.999
102.48,60.999
102.98,61.499
103.48,61.999
104.48,61.999
